From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8N6S4	Q8N6S4	reviewed	AN13C_HUMAN	Ankyrin repeat domain-containing protein 13C	ANKRD13C	Homo sapiens (Human)	541
A6PVS8	A6PVS8	reviewed	LRIQ3_HUMAN	Leucine-rich repeat and IQ domain-containing protein 3 (Leucine-rich repeat-containing protein 44)	LRRIQ3 LRRC44	Homo sapiens (Human)	624
Q59H18	Q59H18	reviewed	TNI3K_HUMAN	Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (Cardiac troponin I-interacting kinase) (TNNI3-interacting kinase)	TNNI3K CARK	Homo sapiens (Human)	835
V9GXZ4	V9GXZ4	unreviewed	V9GXZ4_HUMAN	FPGT-TNNI3K readthrough	FPGT-TNNI3K	Homo sapiens (Human)	949
A6NM62	A6NM62	reviewed	LRC53_HUMAN	Leucine-rich repeat-containing protein 53	LRRC53	Homo sapiens (Human)	1247
P53611	P53611	reviewed	PGTB2_HUMAN	Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Rab geranyl-geranyltransferase subunit beta) (Rab GG transferase beta) (Rab GGTase beta) (Rab geranylgeranyltransferase subunit beta) (Type II protein geranyl-geranyltransferase subunit beta)	RABGGTB GGTB	Homo sapiens (Human)	331
Q8WXJ9	Q8WXJ9	reviewed	ASB17_HUMAN	Ankyrin repeat and SOCS box protein 17 (ASB-17)	ASB17	Homo sapiens (Human)	295
Q8IWG1	Q8IWG1	reviewed	DNAI3_HUMAN	Dynein axonemal intermediate chain 3 (Testis development protein NYD-SP29) (WD repeat-containing protein 63)	DNAI3 WDR63	Homo sapiens (Human)	891
Q00403	Q00403	reviewed	TF2B_HUMAN	Transcription initiation factor IIB (EC 2.3.1.48) (General transcription factor TFIIB) (S300-II)	GTF2B TF2B TFIIB	Homo sapiens (Human)	316
Q6P9F7	Q6P9F7	reviewed	LRC8B_HUMAN	Volume-regulated anion channel subunit LRRC8B (Leucine-rich repeat-containing protein 8B) (T-cell activation leucine repeat-rich protein) (TA-LRRP)	LRRC8B KIAA0231 UNQ6413/PRO21207	Homo sapiens (Human)	803
Q8TDW0	Q8TDW0	reviewed	LRC8C_HUMAN	Volume-regulated anion channel subunit LRRC8C (Factor for adipocyte differentiation 158) (Leucine-rich repeat-containing protein 8C)	LRRC8C AD158 FAD158	Homo sapiens (Human)	803
Q7L1W4	Q7L1W4	reviewed	LRC8D_HUMAN	Volume-regulated anion channel subunit LRRC8D (Leucine-rich repeat-containing protein 5) (Leucine-rich repeat-containing protein 8D) (HsLRRC8D)	LRRC8D LRRC5 UNQ213/PRO239	Homo sapiens (Human)	858
Q15417	Q15417	reviewed	CNN3_HUMAN	Calponin-3 (Calponin, acidic isoform)	CNN3	Homo sapiens (Human)	329
Q96DD0	Q96DD0	reviewed	LRC39_HUMAN	Leucine-rich repeat-containing protein 39 (Myosin-interacting M-band-associated stress-responsive protein) (Myomasp)	LRRC39 UNQ6500/PRO21368	Homo sapiens (Human)	335
Q6NUK1	Q6NUK1	reviewed	SCMC1_HUMAN	Mitochondrial adenyl nucleotide antiporter SLC25A24 (Mitochondrial ATP-Mg/Pi carrier protein 1) (Mitochondrial Ca(2+)-dependent solute carrier protein 1) (Short calcium-binding mitochondrial carrier protein 1) (SCaMC-1) (Solute carrier family 25 member 24)	SLC25A24 APC1 MCSC1 SCAMC1	Homo sapiens (Human)	477
B4E290	B4E290	unreviewed	B4E290_HUMAN	cDNA FLJ50039, highly similar to Homo sapiens solute carrier family 25, member 24, transcript variant 1, mRNA		Homo sapiens (Human)	477
P81274	P81274	reviewed	GPSM2_HUMAN	G-protein-signaling modulator 2 (Mosaic protein LGN)	GPSM2 LGN	Homo sapiens (Human)	684
A0A6Q8PF02	A0A6Q8PF02	unreviewed	A0A6Q8PF02_HUMAN	G protein signaling modulator 2	GPSM2	Homo sapiens (Human)	701
B4DHA1	B4DHA1	unreviewed	B4DHA1_HUMAN	cDNA FLJ59020, highly similar to WD repeat protein 47		Homo sapiens (Human)	817
O94967	O94967	reviewed	WDR47_HUMAN	WD repeat-containing protein 47 (Neuronal enriched MAP-interacting protein) (Nemitin)	WDR47 KIAA0893	Homo sapiens (Human)	919
Q6PGN9	Q6PGN9	reviewed	PSRC1_HUMAN	Proline/serine-rich coiled-coil protein 1	PSRC1 DDA3 FP3214	Homo sapiens (Human)	363
Q99523	Q99523	reviewed	SORT_HUMAN	Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3)	SORT1	Homo sapiens (Human)	831
Q86WK6	Q86WK6	reviewed	AMGO1_HUMAN	Amphoterin-induced protein 1 (AMIGO-1) (Alivin-2)	AMIGO1 ALI2 AMIGO KIAA1163	Homo sapiens (Human)	493
Q9BQA1	Q9BQA1	reviewed	MEP50_HUMAN	Methylosome protein WDR77 (Androgen receptor cofactor p44) (Methylosome protein 50) (MEP-50) (WD repeat-containing protein 77) (p44/Mep50)	WDR77 MEP50 WD45 HKMT1069 Nbla10071	Homo sapiens (Human)	342
H0Y711	H0Y711	unreviewed	H0Y711_HUMAN	Methylosome protein WDR77 (Methylosome protein 50) (WD repeat-containing protein 77)	WDR77	Homo sapiens (Human)	291
O94898	O94898	reviewed	LRIG2_HUMAN	Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2)	LRIG2 KIAA0806 LIG2	Homo sapiens (Human)	1065
Q9H8W5	Q9H8W5	reviewed	TRI45_HUMAN	E3 ubiquitin-protein ligase TRIM45 (EC 2.3.2.27) (RING finger protein 99)	TRIM45 RNF99	Homo sapiens (Human)	580
Q9UNX4	Q9UNX4	reviewed	WDR3_HUMAN	WD repeat-containing protein 3	WDR3	Homo sapiens (Human)	943
Q5TDG3	Q5TDG3	unreviewed	Q5TDG3_HUMAN	WD repeat domain 3, isoform CRA_b (cDNA FLJ77605, highly similar to Homo sapiens WD repeat domain 3 (WDR3), mRNA)	WDR3 hCG_37073	Homo sapiens (Human)	943
B3KMW5	B3KMW5	unreviewed	B3KMW5_HUMAN	cDNA FLJ12796 fis, clone NT2RP2002058, highly similar to WD repeat protein 3		Homo sapiens (Human)	626
Q9UKF2	Q9UKF2	reviewed	ADA30_HUMAN	Disintegrin and metalloproteinase domain-containing protein 30 (ADAM 30) (EC 3.4.24.-)	ADAM30 UNQ2509/PRO5997	Homo sapiens (Human)	790
Q96JU8	Q96JU8	unreviewed	Q96JU8_HUMAN	cDNA FLJ14963 fis, clone PLACE4000522, weakly similar to NEUROGENIC LOCUS NOTCH PROTEIN		Homo sapiens (Human)	773
Q9UFD5	Q9UFD5	unreviewed	Q9UFD5_HUMAN	Uncharacterized protein DKFZp434N181	DKFZp434N181	Homo sapiens (Human)	462
Q04721	Q04721	reviewed	NOTC2_HUMAN	Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation (N2ECD); Notch 2 intracellular domain (N2ICD)]	NOTCH2	Homo sapiens (Human)	2471
Q13560	Q13560	unreviewed	Q13560_HUMAN	NOTCH2		Homo sapiens (Human)	65
Q8N283	Q8N283	reviewed	ANR35_HUMAN	Ankyrin repeat domain-containing protein 35	ANKRD35	Homo sapiens (Human)	1001
B4DFX6	B4DFX6	unreviewed	B4DFX6_HUMAN	cDNA FLJ58791, highly similar to Ankyrin repeat domain-containing protein 35		Homo sapiens (Human)	910
O75578	O75578	reviewed	ITA10_HUMAN	Integrin alpha-10	ITGA10 UNQ468/PRO827	Homo sapiens (Human)	1167
B4E282	B4E282	unreviewed	B4E282_HUMAN	cDNA FLJ52401, highly similar to Integrin alpha-10		Homo sapiens (Human)	1036
B4E2A1	B4E2A1	unreviewed	B4E2A1_HUMAN	cDNA FLJ54402, highly similar to Integrin alpha-10		Homo sapiens (Human)	1095
Q69YU3	Q69YU3	reviewed	AN34A_HUMAN	Ankyrin repeat domain-containing protein 34A	ANKRD34A ANKRD34	Homo sapiens (Human)	496
A0A087WTW1	A0A087WTW1	unreviewed	A0A087WTW1_HUMAN	Ankyrin repeat domain 34A	ANKRD34A	Homo sapiens (Human)	118
A0A087X1I1	A0A087X1I1	unreviewed	A0A087X1I1_HUMAN	Ankyrin repeat domain 34A	ANKRD34A	Homo sapiens (Human)	103
Q9BTT0	Q9BTT0	reviewed	AN32E_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L)	ANP32E	Homo sapiens (Human)	268
Q16610	Q16610	reviewed	ECM1_HUMAN	Extracellular matrix protein 1 (Secretory component p85)	ECM1	Homo sapiens (Human)	540
O76027	O76027	reviewed	ANXA9_HUMAN	Annexin A9 (Annexin XXXI) (Annexin-31) (Annexin-9) (Pemphaxin)	ANXA9 ANX31	Homo sapiens (Human)	345
Q8TAK5	Q8TAK5	reviewed	GABP2_HUMAN	GA-binding protein subunit beta-2 (GABP subunit beta-2) (GABPB-2)	GABPB2	Homo sapiens (Human)	448
B2R924	B2R924	unreviewed	B2R924_HUMAN	cDNA, FLJ94175		Homo sapiens (Human)	448
Q6UY18	Q6UY18	reviewed	LIGO4_HUMAN	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 4 (Leucine-rich repeat neuronal protein 6D)	LINGO4 LRRN6D UNQ9248/PRO34002	Homo sapiens (Human)	593
Q07283	Q07283	reviewed	TRHY_HUMAN	Trichohyalin	TCHH THH THL TRHY	Homo sapiens (Human)	1943
Q86YZ3	Q86YZ3	reviewed	HORN_HUMAN	Hornerin	HRNR S100A18	Homo sapiens (Human)	2850
P20930	P20930	reviewed	FILA_HUMAN	Filaggrin	FLG	Homo sapiens (Human)	4061
Q5D862	Q5D862	reviewed	FILA2_HUMAN	Filaggrin-2 (FLG-2) (Intermediate filament-associated and psoriasis-susceptibility protein) (Ifapsoriasin)	FLG2 IFPS	Homo sapiens (Human)	2391
P49901	P49901	reviewed	MCSP_HUMAN	Sperm mitochondrial-associated cysteine-rich protein	SMCP MCS MCSP	Homo sapiens (Human)	116
P07476	P07476	reviewed	INVO_HUMAN	Involucrin	IVL	Homo sapiens (Human)	585
P35321	P35321	reviewed	SPR1A_HUMAN	Cornifin-A (19 kDa pancornulin) (SPRK) (Small proline-rich protein IA) (SPR-IA)	SPRR1A	Homo sapiens (Human)	89
Q9UBC9	Q9UBC9	reviewed	SPRR3_HUMAN	Small proline-rich protein 3 (22 kDa pancornulin) (Cornifin beta) (Esophagin)	SPRR3 SPRC	Homo sapiens (Human)	169
P22528	P22528	reviewed	SPR1B_HUMAN	Cornifin-B (14.9 kDa pancornulin) (Small proline-rich protein IB) (SPR-IB)	SPRR1B	Homo sapiens (Human)	89
P22532	P22532	reviewed	SPR2D_HUMAN	Small proline-rich protein 2D (SPR-2D) (Small proline-rich protein II) (SPR-II)	SPRR2D	Homo sapiens (Human)	72
P35326	P35326	reviewed	SPR2A_HUMAN	Small proline-rich protein 2A (SPR-2A) (2-1)	SPRR2A	Homo sapiens (Human)	72
P35325	P35325	reviewed	SPR2B_HUMAN	Small proline-rich protein 2B (SPR-2B)	SPRR2B	Homo sapiens (Human)	72
P22531	P22531	reviewed	SPR2E_HUMAN	Small proline-rich protein 2E (SPR-2E) (Small proline-rich protein II) (SPR-II)	SPRR2E	Homo sapiens (Human)	72
Q96RM1	Q96RM1	reviewed	SPR2F_HUMAN	Small proline-rich protein 2F (SPR-2F)	SPRR2F	Homo sapiens (Human)	72
Q9BYE4	Q9BYE4	reviewed	SPR2G_HUMAN	Small proline-rich protein 2G (SPR-2G)	SPRR2G	Homo sapiens (Human)	73
O75064	O75064	reviewed	DEN4B_HUMAN	DENN domain-containing protein 4B	DENND4B KIAA0476	Homo sapiens (Human)	1496
E9PAK5	E9PAK5	unreviewed	E9PAK5_HUMAN	DENN domain containing 4B	DENND4B	Homo sapiens (Human)	1218
P15941	P15941	reviewed	MUC1_HUMAN	Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]	MUC1 PUM	Homo sapiens (Human)	1255
P49746	P49746	reviewed	TSP3_HUMAN	Thrombospondin-3	THBS3 TSP3	Homo sapiens (Human)	956
B3KQE1	B3KQE1	unreviewed	B3KQE1_HUMAN	cDNA FLJ90315 fis, clone NT2RP2001480, highly similar to Thrombospondin-3		Homo sapiens (Human)	762
A0A804HJB0	A0A804HJB0	unreviewed	A0A804HJB0_HUMAN	Solute carrier family 25 member 44	SLC25A44	Homo sapiens (Human)	101
B4DSH6	B4DSH6	unreviewed	B4DSH6_HUMAN	cDNA FLJ53093, moderately similar to Mus musculus solute carrier family 25, member 23 (Slc25a23), mRNA		Homo sapiens (Human)	205
Q96H78	Q96H78	reviewed	S2544_HUMAN	Solute carrier family 25 member 44	SLC25A44 KIAA0446	Homo sapiens (Human)	314
B4DET2	B4DET2	unreviewed	B4DET2_HUMAN	cDNA FLJ53029, highly similar to Homo sapiens solute carrier family 25 (mitochondrial carrier), member 18 (SLC25A18), mRNA		Homo sapiens (Human)	162
E9PGQ0	E9PGQ0	unreviewed	E9PGQ0_HUMAN	Solute carrier family 25 member 44	SLC25A44	Homo sapiens (Human)	322
B4DGC4	B4DGC4	unreviewed	B4DGC4_HUMAN	cDNA FLJ53038		Homo sapiens (Human)	291
A2A3L6	A2A3L6	reviewed	TTC24_HUMAN	Tetratricopeptide repeat protein 24 (TPR repeat protein 24)	TTC24	Homo sapiens (Human)	582
P04629	P04629	reviewed	NTRK1_HUMAN	High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1) (TRK1-transforming tyrosine kinase protein) (Tropomyosin-related kinase A) (Tyrosine kinase receptor) (Tyrosine kinase receptor A) (Trk-A) (gp140trk) (p140-TrkA)	NTRK1 MTC TRK TRKA	Homo sapiens (Human)	796
Q8N4P6	Q8N4P6	reviewed	LRC71_HUMAN	Leucine-rich repeat-containing protein 71	LRRC71 C1orf92	Homo sapiens (Human)	559
P02549	P02549	reviewed	SPTA1_HUMAN	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	SPTA1 SPTA	Homo sapiens (Human)	2419
P37802	P37802	reviewed	TAGL2_HUMAN	Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog)	TAGLN2 KIAA0120 CDABP0035	Homo sapiens (Human)	199
Q5TAQ9	Q5TAQ9	reviewed	DCAF8_HUMAN	DDB1- and CUL4-associated factor 8 (WD repeat-containing protein 42A)	DCAF8 H326 WDR42A	Homo sapiens (Human)	597
B7Z2P6	B7Z2P6	unreviewed	B7Z2P6_HUMAN	Peroxisomal biogenesis factor 19 (Peroxin-19) (Peroxisomal farnesylated protein)		Homo sapiens (Human)	751
P53621	P53621	reviewed	COPA_HUMAN	Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) (HEP-COP) (HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin]	COPA	Homo sapiens (Human)	1224
A0A3B3IS84	A0A3B3IS84	unreviewed	A0A3B3IS84_HUMAN	Coatomer subunit alpha	COPA	Homo sapiens (Human)	1204
A0A3B3IU78	A0A3B3IU78	unreviewed	A0A3B3IU78_HUMAN	COPI coat complex subunit alpha	COPA	Homo sapiens (Human)	121
A0A3B3IU89	A0A3B3IU89	unreviewed	A0A3B3IU89_HUMAN	COPI coat complex subunit alpha	COPA	Homo sapiens (Human)	682
A0A3B3ISC6	A0A3B3ISC6	unreviewed	A0A3B3ISC6_HUMAN	COPI coat complex subunit alpha	COPA	Homo sapiens (Human)	1024
A0A3B3IS23	A0A3B3IS23	unreviewed	A0A3B3IS23_HUMAN	COPI coat complex subunit alpha	COPA	Homo sapiens (Human)	134
Q8NEP7	Q8NEP7	reviewed	KLDC9_HUMAN	Kelch domain-containing protein 9 (Kelch/ankyrin repeat-containing cyclin A1-interacting protein)	KLHDC9 KARCA1	Homo sapiens (Human)	349
Q8N7C0	Q8N7C0	reviewed	LRC52_HUMAN	Leucine-rich repeat-containing protein 52 (BK channel auxiliary gamma subunit LRRC52)	LRRC52	Homo sapiens (Human)	313
Q58WW2	Q58WW2	reviewed	DCAF6_HUMAN	DDB1- and CUL4-associated factor 6 (Androgen receptor complex-associated protein) (ARCAP) (IQ motif and WD repeat-containing protein 1) (Nuclear receptor interaction protein) (NRIP)	DCAF6 IQWD1 MSTP055	Homo sapiens (Human)	860
Q07507	Q07507	reviewed	DERM_HUMAN	Dermatopontin (Tyrosine-rich acidic matrix protein) (TRAMP)	DPT	Homo sapiens (Human)	201
P12259	P12259	reviewed	FA5_HUMAN	Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]	F5	Homo sapiens (Human)	2224
Q8IZE3	Q8IZE3	reviewed	PACE1_HUMAN	Protein-associating with the carboxyl-terminal domain of ezrin (Ezrin-binding protein PACE-1) (SCY1-like protein 3)	SCYL3 PACE1	Homo sapiens (Human)	742
X6RHX1	X6RHX1	unreviewed	X6RHX1_HUMAN	SCY1 like pseudokinase 3	SCYL3	Homo sapiens (Human)	588
Q92845	Q92845	reviewed	KIFA3_HUMAN	Kinesin-associated protein 3 (KAP-3) (KAP3) (Smg GDS-associated protein)	KIFAP3 KIF3AP SMAP	Homo sapiens (Human)	792
A0AAQ5BGI3	A0AAQ5BGI3	unreviewed	A0AAQ5BGI3_HUMAN	Kinesin associated protein 3	KIFAP3	Homo sapiens (Human)	807
Q5TGP6	Q5TGP6	reviewed	MROH9_HUMAN	Maestro heat-like repeat-containing protein family member 9	MROH9 C1orf129	Homo sapiens (Human)	573
Q5TZF3	Q5TZF3	reviewed	ANR45_HUMAN	Ankyrin repeat domain-containing protein 45	ANKRD45	Homo sapiens (Human)	266
Q9Y2M5	Q9Y2M5	reviewed	KLH20_HUMAN	Kelch-like protein 20 (Kelch-like ECT2-interacting protein) (Kelch-like protein X)	KLHL20 KLEIP KLHLX	Homo sapiens (Human)	609
Q8NHY2	Q8NHY2	reviewed	COP1_HUMAN	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (hCOP1) (RING finger and WD repeat domain protein 2) (RING finger protein 200) (RING-type E3 ubiquitin transferase RFWD2)	COP1 RFWD2 RNF200	Homo sapiens (Human)	731
B3KM72	B3KM72	unreviewed	B3KM72_HUMAN	(human) hypothetical protein		Homo sapiens (Human)	265
B2RAA8	B2RAA8	unreviewed	B2RAA8_HUMAN	Acyl-CoA-binding domain-containing protein 6		Homo sapiens (Human)	282
Q9BR61	Q9BR61	reviewed	ACBD6_HUMAN	Acyl-CoA-binding domain-containing protein 6	ACBD6	Homo sapiens (Human)	282
A0A2R8Y544	A0A2R8Y544	unreviewed	A0A2R8Y544_HUMAN	Acyl-CoA-binding domain-containing protein 6	ACBD6	Homo sapiens (Human)	255
Q15878	Q15878	reviewed	CAC1E_HUMAN	Voltage-dependent R-type calcium channel subunit alpha-1E (Brain calcium channel II) (BII) (Calcium channel, L type, alpha-1 polypeptide, isoform 6) (Voltage-gated calcium channel subunit alpha Cav2.3)	CACNA1E CACH6 CACNL1A6	Homo sapiens (Human)	2313
Q05823	Q05823	reviewed	RN5A_HUMAN	2-5A-dependent ribonuclease (2-5A-dependent RNase) (EC 3.1.26.-) (Ribonuclease 4) (Ribonuclease L) (RNase L)	RNASEL RNS4	Homo sapiens (Human)	741
Q1RLL8	Q1RLL8	unreviewed	Q1RLL8_HUMAN	Ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)	RNASEL	Homo sapiens (Human)	741
Q9BZQ2	Q9BZQ2	reviewed	SHP1L_HUMAN	Testicular spindle-associated protein SHCBP1L (SHC SH2 domain-binding protein 1-like protein)	SHCBP1L C1orf14	Homo sapiens (Human)	653
Q92540	Q92540	reviewed	SMG7_HUMAN	Nonsense-mediated mRNA decay factor SMG7 (SMG-7 homolog) (hSMG-7)	SMG7 C1orf16 EST1C KIAA0250	Homo sapiens (Human)	1137
P19878	P19878	reviewed	NCF2_HUMAN	Neutrophil cytosol factor 2 (NCF-2) (67 kDa neutrophil oxidase factor) (NADPH oxidase activator 2) (Neutrophil NADPH oxidase factor 2) (p67-phox)	NCF2 NOXA2 P67PHOX	Homo sapiens (Human)	526
A0A0S2Z457	A0A0S2Z457	unreviewed	A0A0S2Z457_HUMAN	Neutrophil cytosolic factor 2 isoform 1	NCF2	Homo sapiens (Human)	526
Q9Y6Y0	Q9Y6Y0	reviewed	NS1BP_HUMAN	Influenza virus NS1A-binding protein (NS1-BP) (NS1-binding protein) (Aryl hydrocarbon receptor-associated protein 3) (Kelch-like protein 39)	IVNS1ABP ARA3 FLARA3 KIAA0850 KLHL39 NS1 NS1BP HSPC068	Homo sapiens (Human)	642
Q92954	Q92954	reviewed	PRG4_HUMAN	Proteoglycan 4 (Lubricin) (Megakaryocyte-stimulating factor) (Superficial zone proteoglycan) [Cleaved into: Proteoglycan 4 C-terminal part]	PRG4 MSF SZP	Homo sapiens (Human)	1404
B3KQ20	B3KQ20	unreviewed	B3KQ20_HUMAN	cDNA FLJ32635 fis, clone SYNOV2000178, highly similar to Proteoglycan-4		Homo sapiens (Human)	494
O75037	O75037	reviewed	KI21B_HUMAN	Kinesin-like protein KIF21B	KIF21B KIAA0449	Homo sapiens (Human)	1637
Q2UVF0	Q2UVF0	unreviewed	Q2UVF0_HUMAN	Kinesin-like protein KIF21B variant	KIF21B	Homo sapiens (Human)	1670
Q13698	Q13698	reviewed	CAC1S_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)	CACNA1S CACH1 CACN1 CACNL1A3	Homo sapiens (Human)	1873
Q13835	Q13835	reviewed	PKP1_HUMAN	Plakophilin-1 (Band 6 protein) (B6P)	PKP1	Homo sapiens (Human)	747
Q14BN3	Q14BN3	unreviewed	Q14BN3_HUMAN	PKP1 protein	PKP1	Homo sapiens (Human)	334
B4DRX5	B4DRX5	unreviewed	B4DRX5_HUMAN	cDNA FLJ56941, highly similar to Plakophilin-1 (cDNA, FLJ79030, highly similar to Plakophilin-1)		Homo sapiens (Human)	166
O00515	O00515	reviewed	LAD1_HUMAN	Ladinin-1 (Lad-1) (Linear IgA disease antigen) (LADA)	LAD1 LAD	Homo sapiens (Human)	517
P29536	P29536	reviewed	LMOD1_HUMAN	Leiomodin-1 (64 kDa autoantigen 1D) (64 kDa autoantigen 1D3) (64 kDa autoantigen D1) (Leiomodin, muscle form) (Smooth muscle leiomodin) (SM-Lmod) (Thyroid-associated ophthalmopathy autoantigen)	LMOD1	Homo sapiens (Human)	600
Q9HBX8	Q9HBX8	reviewed	LGR6_HUMAN	Leucine-rich repeat-containing G-protein coupled receptor 6	LGR6 UNQ6427/PRO21331 VTS20631	Homo sapiens (Human)	967
O60237	O60237	reviewed	MYPT2_HUMAN	Protein phosphatase 1 regulatory subunit 12B (Myosin phosphatase-targeting subunit 2) (Myosin phosphatase target subunit 2)	PPP1R12B MYPT2	Homo sapiens (Human)	982
A0A0S2Z473	A0A0S2Z473	unreviewed	A0A0S2Z473_HUMAN	Protein phosphatase 1 regulatory subunit 12B isoform 1	PPP1R12B	Homo sapiens (Human)	386
Q53G59	Q53G59	reviewed	KLH12_HUMAN	Kelch-like protein 12 (CUL3-interacting protein 1) (DKIR homolog) (hDKIR)	KLHL12 C3IP1	Homo sapiens (Human)	568
Q06828	Q06828	reviewed	FMOD_HUMAN	Fibromodulin (FM) (Collagen-binding 59 kDa protein) (Keratan sulfate proteoglycan fibromodulin) (KSPG fibromodulin)	FMOD FM SLRR2E	Homo sapiens (Human)	376
P51888	P51888	reviewed	PRELP_HUMAN	Prolargin (Proline-arginine-rich end leucine-rich repeat protein)	PRELP SLRR2A	Homo sapiens (Human)	382
Q9UBM4	Q9UBM4	reviewed	OPT_HUMAN	Opticin (Oculoglycan)	OPTC OPT	Homo sapiens (Human)	332
O75325	O75325	reviewed	LRRN2_HUMAN	Leucine-rich repeat neuronal protein 2 (Glioma amplified on chromosome 1 protein) (Leucine-rich repeat neuronal protein 5)	LRRN2 GAC1 LRRN5 UNQ256/PRO293	Homo sapiens (Human)	713
Q15291	Q15291	reviewed	RBBP5_HUMAN	Retinoblastoma-binding protein 5 (RBBP-5) (Retinoblastoma-binding protein RBQ-3)	RBBP5 RBQ3	Homo sapiens (Human)	538
B4DMM7	B4DMM7	unreviewed	B4DMM7_HUMAN	cDNA FLJ59722, highly similar to Retinoblastoma-binding protein 5		Homo sapiens (Human)	573
Q8IYD2	Q8IYD2	reviewed	KLD8A_HUMAN	Kelch domain-containing protein 8A (Substitute for delta-EGFR expression 1) (S-delta-E1)	KLHDC8A	Homo sapiens (Human)	350
Q9NZJ0	Q9NZJ0	reviewed	DTL_HUMAN	Denticleless protein homolog (DDB1- and CUL4-associated factor 2) (Lethal(2) denticleless protein homolog) (Retinoic acid-regulated nuclear matrix-associated protein)	DTL CDT2 CDW1 DCAF2 L2DTL RAMP	Homo sapiens (Human)	730
B4E0E6	B4E0E6	unreviewed	B4E0E6_HUMAN	cDNA FLJ53398, highly similar to Homo sapiens denticleless homolog (DTL), mRNA		Homo sapiens (Human)	688
P49454	P49454	reviewed	CENPF_HUMAN	Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin)	CENPF	Homo sapiens (Human)	3114
Q9Y597	Q9Y597	reviewed	KCTD3_HUMAN	BTB/POZ domain-containing protein KCTD3 (Renal carcinoma antigen NY-REN-45)	KCTD3	Homo sapiens (Human)	815
O60602	O60602	reviewed	TLR5_HUMAN	Toll-like receptor 5 (Toll/interleukin-1 receptor-like protein 3)	TLR5 TIL3	Homo sapiens (Human)	858
Q13625	Q13625	reviewed	ASPP2_HUMAN	Apoptosis-stimulating of p53 protein 2 (Bcl2-binding protein) (Bbp) (Renal carcinoma antigen NY-REN-51) (Tumor suppressor p53-binding protein 2) (53BP2) (p53-binding protein 2) (p53BP2)	TP53BP2 ASPP2 BBP	Homo sapiens (Human)	1128
B4DH76	B4DH76	unreviewed	B4DH76_HUMAN	cDNA FLJ50513, highly similar to Apoptosis-stimulating of p53 protein 2 (cDNA, FLJ78915, highly similar to Apoptosis-stimulating of p53 protein 2)		Homo sapiens (Human)	773
Q9H7D7	Q9H7D7	reviewed	WDR26_HUMAN	WD repeat-containing protein 26 (CUL4- and DDB1-associated WDR protein 2) (Myocardial ischemic preconditioning up-regulated protein 2)	WDR26 CDW2 MIP2 PRO0852	Homo sapiens (Human)	661
A0A499FIZ0	A0A499FIZ0	unreviewed	A0A499FIZ0_HUMAN	WD repeat-containing protein 26	WDR26	Homo sapiens (Human)	761
H0Y9R3	H0Y9R3	unreviewed	H0Y9R3_HUMAN	WD repeat-containing protein 26	WDR26	Homo sapiens (Human)	295
Q8N8S7	Q8N8S7	reviewed	ENAH_HUMAN	Protein enabled homolog	ENAH MENA	Homo sapiens (Human)	591
O75529	O75529	reviewed	TAF5L_HUMAN	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L (TAF5L) (PCAF-associated factor 65 beta) (PAF65-beta)	TAF5L PAF65B	Homo sapiens (Human)	589
